customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_sum,segment
C174884,316,1,143.36,3,2,2,322,7,Potential
C174969,795,1,4801.28,1,2,4,124,7,Lost
C175034,613,1,16800.0,2,2,5,225,9,Lost
C175056,578,1,130.75,2,2,2,222,6,Lost
C175067,687,1,4200.0,1,2,4,124,7,Lost
C175151,231,1,83.68,4,2,1,421,7,Potential
C175192,587,1,4200.0,2,2,4,224,8,Lost
C175236,627,1,5.23,2,2,1,221,5,Lost
C175275,203,1,365.94,4,2,3,423,9,Potential
C175426,494,1,20.92,2,2,1,221,5,Lost
C175551,609,1,35.84,2,2,1,221,5,Lost
C175569,314,1,1200.32,3,2,4,324,9,Potential
C175589,558,1,15004.25,2,2,5,225,9,Lost
C175595,475,1,1200.32,3,2,4,324,9,Potential
C175634,752,1,15004.25,1,2,5,125,8,Lost
C175653,583,1,2700.7200000000003,2,2,4,224,8,Lost
C175699,470,1,83.68,3,2,1,321,6,Potential
C175780,651,1,5401.53,1,2,5,125,8,Lost
C175798,530,1,650.56,2,2,3,223,7,Lost
C175848,135,1,322.56,5,2,3,523,10,Potential
C176073,453,1,1200.32,3,2,4,324,9,Potential
C176074,535,1,4801.28,2,2,4,224,8,Lost
C176201,464,1,1200.32,3,2,4,324,9,Potential
C176220,679,1,1200.32,1,2,4,124,7,Lost
C176333,44,1,7502.0,5,2,5,525,12,Potential
C176532,106,1,1200.32,5,2,4,524,11,Potential
C176666,121,1,7502.0,5,2,5,525,12,Potential
C176711,637,1,187.68,2,2,2,222,6,Lost
C176859,214,1,4200.0,4,2,4,424,10,Potential
C176944,721,1,7502.0,1,2,5,125,8,Lost
C176973,561,1,573.44,2,2,3,223,7,Lost
C177153,660,1,4801.28,1,2,4,124,7,Lost
C177157,9,1,650.56,5,2,3,523,10,Potential
C177393,63,1,600.17,5,2,3,523,10,Potential
C177417,366,1,4801.28,3,2,4,324,9,Potential
C177544,25,1,9602.72,5,2,5,525,12,Potential
C177599,622,1,1016.5,2,2,3,223,7,Lost
C177699,165,1,143.36,4,2,2,422,8,Potential
C177946,273,1,47.07,4,2,1,421,7,Potential
C177984,628,1,7502.0,2,2,5,225,9,Lost
C177996,137,1,1200.32,5,2,4,524,11,Potential
C178004,389,1,300.08,3,2,2,322,7,Potential
C178076,489,1,26250.0,2,2,5,225,9,Lost
C178141,227,1,1200.32,4,2,4,424,10,Potential
C178462,273,1,162.64,4,2,2,422,8,Potential
C178470,181,1,365.94,4,2,3,423,9,Potential
C178522,98,1,2400.68,5,2,4,524,11,Potential
C178631,606,1,2700.7200000000003,2,2,4,224,8,Lost
C178664,103,1,2400.68,5,2,4,524,11,Potential
C178752,519,1,365.94,2,2,3,223,7,Lost
C178869,589,1,5.23,2,2,1,221,5,Lost
C178875,267,1,300.08,4,2,2,422,8,Potential
C178882,686,1,162.64,1,2,2,122,5,Lost
C179024,796,1,4801.28,1,2,4,124,7,Lost
C179109,419,1,162.64,3,2,2,322,7,Potential
C179153,365,1,1016.5,3,2,3,323,8,Potential
C179174,67,1,7502.0,5,2,5,525,12,Potential
C179198,470,1,47.07,3,2,1,321,6,Potential
C179265,162,1,83.68,4,2,1,421,7,Potential
C179298,103,1,242.4,5,2,2,522,9,Potential
C179408,735,1,46.92,1,2,1,121,4,Lost
C179452,87,1,7502.0,5,2,5,525,12,Potential
C179484,642,1,20.92,1,2,1,121,4,Lost
C179487,778,1,300.08,1,2,2,122,5,Lost
C179529,521,1,242.4,2,2,2,222,6,Lost
C179544,449,1,20.92,3,2,1,321,6,Potential
C179570,252,1,4801.28,4,2,4,424,10,Potential
C179590,695,1,573.44,1,2,3,123,6,Lost
C179605,226,1,2700.7200000000003,4,2,4,424,10,Potential
C179845,339,1,4801.28,3,2,4,324,9,Potential
C179974,241,1,300.08,4,2,2,422,8,Potential
C180032,372,1,1200.32,3,2,4,324,9,Potential
C180234,172,1,9602.72,4,2,5,425,11,Potential
C180241,289,1,83.68,4,2,1,421,7,Potential
C180322,602,1,378.75,2,2,3,223,7,Lost
C180376,31,1,1200.32,5,2,4,524,11,Potential
C180387,244,1,573.44,4,2,3,423,9,Potential
C180483,710,1,143.36,1,2,2,122,5,Lost
C180524,109,1,1200.32,5,2,4,524,11,Potential
C180530,94,1,26250.0,5,2,5,525,12,Potential
C180592,668,1,1200.32,1,2,4,124,7,Lost
C180666,227,1,7502.0,4,2,5,425,11,Potential
C180686,26,1,1200.32,5,2,4,524,11,Potential
C180761,175,1,4200.0,4,2,4,424,10,Potential
C180827,514,1,15004.25,2,2,5,225,9,Lost
C180890,67,1,1200.32,5,2,4,524,11,Potential
C181092,389,1,130.75,3,2,2,322,7,Potential
C181330,761,1,7502.0,1,2,5,125,8,Lost
C181347,333,1,83.68,3,2,1,321,6,Potential
C181366,580,1,15004.25,2,2,5,225,9,Lost
C181439,629,1,35.84,2,2,1,221,5,Lost
C181566,642,1,2700.7200000000003,1,2,4,124,7,Lost
C181581,436,1,300.08,3,2,2,322,7,Potential
C181614,29,1,600.17,5,2,3,523,10,Potential
C181749,115,1,365.94,5,2,3,523,10,Potential
C181804,373,1,2700.7200000000003,3,2,4,324,9,Potential
C181825,545,1,4801.28,2,2,4,224,8,Lost
C181853,789,1,47.07,1,2,1,121,4,Lost
C181871,246,1,2700.7200000000003,4,2,4,424,10,Potential
C181914,160,1,300.08,5,2,2,522,9,Potential
C182017,730,1,365.94,1,2,3,123,6,Lost
C182058,735,1,2700.7200000000003,1,2,4,124,7,Lost
C182131,499,1,5.23,2,2,1,221,5,Lost
C182142,751,1,20.92,1,2,1,121,4,Lost
C182199,451,1,2400.68,3,2,4,324,9,Potential
C182227,77,1,2700.7200000000003,5,2,4,524,11,Potential
C182346,762,1,1016.5,1,2,3,123,6,Lost
C182408,458,1,7502.0,3,2,5,325,10,Potential
C182473,337,1,162.64,3,2,2,322,7,Potential
C182583,498,1,1050.0,2,2,3,223,7,Lost
C182657,208,1,896.0,4,2,3,423,9,Potential
C182706,354,1,130.75,3,2,2,322,7,Potential
C182737,371,1,600.17,3,2,3,323,8,Potential
C182740,313,1,365.94,3,2,3,323,8,Potential
C182753,689,1,130.75,1,2,2,122,5,Lost
C182769,22,1,600.17,5,2,3,523,10,Potential
C182773,492,1,162.64,2,2,2,222,6,Lost
C182792,89,1,1016.5,5,2,3,523,10,Potential
C182824,577,1,573.44,2,2,3,223,7,Lost
C182846,204,1,365.94,4,2,3,423,9,Potential
C182871,503,1,2700.7200000000003,2,2,4,224,8,Lost
C182876,16,1,40.66,5,2,1,521,8,Potential
C182996,74,1,143.36,5,2,2,522,9,Potential
C183067,227,1,650.56,4,2,3,423,9,Potential
C183068,716,1,1200.32,1,2,4,124,7,Lost
C183077,699,1,300.08,1,2,2,122,5,Lost
C183190,719,1,40.66,1,2,1,121,4,Lost
C183201,60,1,83.68,5,2,1,521,8,Potential
C183305,143,1,2700.7200000000003,5,2,4,524,11,Potential
C183327,116,1,322.56,5,2,3,523,10,Potential
C183394,159,1,2700.7200000000003,5,2,4,524,11,Potential
C183416,463,1,4801.28,3,2,4,324,9,Potential
C183692,127,1,2700.7200000000003,5,2,4,524,11,Potential
C183703,300,1,162.64,4,2,2,422,8,Potential
C183716,482,1,2700.7200000000003,2,2,4,224,8,Lost
C183729,272,1,1016.5,4,2,3,423,9,Potential
C183767,740,1,1200.32,1,2,4,124,7,Lost
C183975,179,1,15004.25,4,2,5,425,11,Potential
C184001,623,1,20.92,2,2,1,221,5,Lost
C184012,595,1,26250.0,2,2,5,225,9,Lost
C184098,785,1,2700.7200000000003,1,2,4,124,7,Lost
C184139,508,1,16800.0,2,2,5,225,9,Lost
C184192,467,1,300.08,3,2,2,322,7,Potential
C184272,712,1,4801.28,1,2,4,124,7,Lost
C184291,464,1,2700.7200000000003,3,2,4,324,9,Potential
C184368,782,1,40.66,1,2,1,121,4,Lost
C184401,769,1,4801.28,1,2,4,124,7,Lost
C184539,461,1,4801.28,3,2,4,324,9,Potential
C184583,581,1,1050.0,2,2,3,223,7,Lost
C184740,41,1,47.07,5,2,1,521,8,Potential
C184782,319,1,46.92,3,2,1,321,6,Potential
C184839,624,1,130.75,2,2,2,222,6,Lost
C184889,460,1,300.08,3,2,2,322,7,Potential
C184897,778,1,7502.0,1,2,5,125,8,Lost
C184907,704,1,105.57,1,2,2,122,5,Lost
C185018,416,1,162.64,3,2,2,322,7,Potential
C185031,445,1,293.25,3,2,2,322,7,Potential
C185286,710,1,5.23,1,2,1,121,4,Lost
C185306,228,1,9450.0,4,2,5,425,11,Potential
C185307,24,1,300.08,5,2,2,522,9,Potential
C185464,350,1,83.68,3,2,1,321,6,Potential
C185467,424,1,322.56,3,2,3,323,8,Potential
C185504,251,1,5.23,4,2,1,421,7,Potential
C185513,337,1,365.94,3,2,3,323,8,Potential
C185599,60,1,650.56,5,2,3,523,10,Potential
C185607,39,1,600.17,5,2,3,523,10,Potential
C185685,303,1,20.92,4,2,1,421,7,Potential
C185729,520,1,378.75,2,2,3,223,7,Lost
C185756,52,1,1200.32,5,2,4,524,11,Potential
C185832,576,1,9602.72,2,2,5,225,9,Lost
C185847,574,1,2400.68,2,2,4,224,8,Lost
C185851,383,1,896.0,3,2,3,323,8,Potential
C185855,94,1,83.68,5,2,1,521,8,Potential
C185898,496,1,573.44,2,2,3,223,7,Lost
C185940,325,1,47.07,3,2,1,321,6,Potential
C185981,640,1,105.57,2,2,2,222,6,Lost
C185982,756,1,15004.25,1,2,5,125,8,Lost
C185997,17,1,60.6,5,2,1,521,8,Potential
C185999,749,1,1200.32,1,2,4,124,7,Lost
C186083,106,1,5.23,5,2,1,521,8,Potential
C186106,20,1,4801.28,5,2,4,524,11,Potential
C186129,610,1,7502.0,2,2,5,225,9,Lost
C186152,474,1,650.56,3,2,3,323,8,Potential
C186156,266,1,4200.0,4,2,4,424,10,Potential
C186171,384,1,83.68,3,2,1,321,6,Potential
C186217,642,1,242.4,1,2,2,122,5,Lost
C186421,790,1,573.44,1,2,3,123,6,Lost
C186426,239,1,378.75,4,2,3,423,9,Potential
C186458,387,1,26250.0,3,2,5,325,10,Potential
C186611,661,1,15004.25,1,2,5,125,8,Lost
C186699,365,1,7502.0,3,2,5,325,10,Potential
C186728,373,1,650.56,3,2,3,323,8,Potential
C186760,208,1,322.56,4,2,3,423,9,Potential
C186870,115,1,16800.0,5,2,5,525,12,Potential
C186987,67,1,573.44,5,2,3,523,10,Potential
C187030,21,1,35.84,5,2,1,521,8,Potential
C187208,733,1,5.23,1,2,1,121,4,Lost
C187216,445,1,300.08,3,2,2,322,7,Potential
C187242,705,1,47.07,1,2,1,121,4,Lost
C187310,659,1,4801.28,1,2,4,124,7,Lost
C187314,237,1,162.64,4,2,2,422,8,Potential
C187418,675,1,2700.7200000000003,1,2,4,124,7,Lost
C187419,172,1,47.07,4,2,1,421,7,Potential
C187479,371,1,5.23,3,2,1,321,6,Potential
C187491,507,1,4801.28,2,2,4,224,8,Lost
C187496,379,1,650.56,3,2,3,323,8,Potential
C187586,473,1,7502.0,3,2,5,325,10,Potential
C187775,153,1,35.84,5,2,1,521,8,Potential
C187905,160,1,2700.7200000000003,5,2,4,524,11,Potential
C187984,263,1,1016.5,4,2,3,423,9,Potential
C188039,408,1,4801.28,3,2,4,324,9,Potential
C188053,461,1,9602.72,3,2,5,325,10,Potential
C188077,492,1,600.17,2,2,3,223,7,Lost
C188084,729,1,300.08,1,2,2,122,5,Lost
C188089,635,1,2400.68,2,2,4,224,8,Lost
C188204,784,1,7502.0,1,2,5,125,8,Lost
C188307,671,1,300.08,1,2,2,122,5,Lost
C188906,577,1,4801.28,2,2,4,224,8,Lost
C188921,16,1,15.15,5,2,1,521,8,Potential
C189049,498,1,2700.7200000000003,2,2,4,224,8,Lost
C189146,674,1,300.08,1,2,2,122,5,Lost
C189150,503,1,300.08,2,2,2,222,6,Lost
C189212,537,1,2700.7200000000003,2,2,4,224,8,Lost
C189254,683,1,4801.28,1,2,4,124,7,Lost
C189300,192,1,650.56,4,2,3,423,9,Potential
C189331,494,1,1016.5,2,2,3,223,7,Lost
C189345,629,1,40.66,2,2,1,221,5,Lost
C189364,471,1,1050.0,3,2,3,323,8,Potential
C189476,678,1,20.92,1,2,1,121,4,Lost
C189525,339,1,1200.32,3,2,4,324,9,Potential
C189528,103,1,130.75,5,2,2,522,9,Potential
C189630,495,1,2400.68,2,2,4,224,8,Lost
C189683,60,1,242.4,5,2,2,522,9,Potential
C190094,784,1,7502.0,1,2,5,125,8,Lost
C190227,515,1,5401.53,2,2,5,225,9,Lost
C190232,103,1,15004.25,5,2,5,525,12,Potential
C190279,384,1,16800.0,3,2,5,325,10,Potential
C190285,190,1,600.17,4,2,3,423,9,Potential
C190312,301,1,378.75,4,2,3,423,9,Potential
C190336,309,1,242.4,4,2,2,422,8,Potential
C190351,103,1,2700.7200000000003,5,2,4,524,11,Potential
C190536,294,1,40.66,4,2,1,421,7,Potential
C190557,290,1,4801.28,4,2,4,424,10,Potential
C190567,414,1,1200.32,3,2,4,324,9,Potential
C190591,66,1,573.44,5,2,3,523,10,Potential
C190673,785,1,2700.7200000000003,1,2,4,124,7,Lost
C190720,340,1,5401.53,3,2,5,325,10,Potential
C190765,267,1,600.17,4,2,3,423,9,Potential
C190782,393,1,130.75,3,2,2,322,7,Potential
C190787,355,1,162.64,3,2,2,322,7,Potential
C190851,317,1,300.08,3,2,2,322,7,Potential
C190907,297,1,83.68,4,2,1,421,7,Potential
C191062,483,1,83.68,2,2,1,221,5,Lost
C191112,469,1,47.07,3,2,1,321,6,Potential
C191120,48,1,2700.7200000000003,5,2,4,524,11,Potential
C191185,383,1,1200.32,3,2,4,324,9,Potential
C191255,443,1,1016.5,3,2,3,323,8,Potential
C191345,251,1,365.94,4,2,3,423,9,Potential
C191442,370,1,300.08,3,2,2,322,7,Potential
C191476,394,1,5.23,3,2,1,321,6,Potential
C191480,497,1,300.08,2,2,2,222,6,Lost
C191501,591,1,4801.28,2,2,4,224,8,Lost
C191514,138,1,130.75,5,2,2,522,9,Potential
C191537,778,1,650.56,1,2,3,123,6,Lost
C191544,71,1,83.68,5,2,1,521,8,Potential
C191607,603,1,15.15,2,2,1,221,5,Lost
C191643,340,1,2400.68,3,2,4,324,9,Potential
C191650,143,1,26250.0,5,2,5,525,12,Potential
C191663,683,1,1200.32,1,2,4,124,7,Lost
C191860,671,1,7502.0,1,2,5,125,8,Lost
C191936,675,1,11.73,1,2,1,121,4,Lost
C191941,361,1,4801.28,3,2,4,324,9,Potential
C191944,102,1,40.66,5,2,1,521,8,Potential
C192032,259,1,15004.25,4,2,5,425,11,Potential
C192048,334,1,7502.0,3,2,5,325,10,Potential
C192167,750,1,4801.28,1,2,4,124,7,Lost
C192217,599,1,40.66,2,2,1,221,5,Lost
C192236,691,1,300.08,1,2,2,122,5,Lost
C192327,550,1,83.68,2,2,1,221,5,Lost
C192511,660,1,650.56,1,2,3,123,6,Lost
C192571,528,1,83.68,2,2,1,221,5,Lost
C192612,457,1,365.94,3,2,3,323,8,Potential
C192647,473,1,35.84,3,2,1,321,6,Potential
C192721,295,1,7502.0,4,2,5,425,11,Potential
C192751,790,1,1050.0,1,2,3,123,6,Lost
C192824,60,1,35.84,5,2,1,521,8,Potential
C192844,111,1,5.23,5,2,1,521,8,Potential
C192871,454,1,322.56,3,2,3,323,8,Potential
C192971,490,1,7502.0,2,2,5,225,9,Lost
C193112,411,1,1200.32,3,2,4,324,9,Potential
C193228,598,1,83.68,2,2,1,221,5,Lost
C193292,776,1,300.08,1,2,2,122,5,Lost
C193367,157,1,130.75,5,2,2,522,9,Potential
C193488,347,1,300.08,3,2,2,322,7,Potential
C193534,279,1,1200.32,4,2,4,424,10,Potential
C193724,661,1,143.36,1,2,2,122,5,Lost
C193754,165,1,1200.32,4,2,4,424,10,Potential
C193828,146,1,2700.7200000000003,5,2,4,524,11,Potential
C193932,108,1,5.23,5,2,1,521,8,Potential
C193933,631,1,573.44,2,2,3,223,7,Lost
C193962,367,1,20.92,3,2,1,321,6,Potential
C194081,432,1,136.35000000000002,3,2,2,322,7,Potential
C194095,152,1,5.23,5,2,1,521,8,Potential
C194144,116,1,4801.28,5,2,4,524,11,Potential
C194305,138,1,7502.0,5,2,5,525,12,Potential
C194311,392,1,300.08,3,2,2,322,7,Potential
C194330,619,1,4801.28,2,2,4,224,8,Lost
C194478,643,1,4801.28,1,2,4,124,7,Lost
C194504,459,1,40.66,3,2,1,321,6,Potential
C194606,779,1,35.84,1,2,1,121,4,Lost
C194643,73,1,5401.53,5,2,5,525,12,Potential
C194657,680,1,1200.32,1,2,4,124,7,Lost
C194674,480,1,40.66,2,2,1,221,5,Lost
C194988,295,1,1200.32,4,2,4,424,10,Potential
C195041,210,1,1200.32,4,2,4,424,10,Potential
C195150,336,1,1200.32,3,2,4,324,9,Potential
C195161,783,1,46.92,1,2,1,121,4,Lost
C195251,612,1,300.08,2,2,2,222,6,Lost
C195297,758,1,2700.7200000000003,1,2,4,124,7,Lost
C195364,102,1,300.08,5,2,2,522,9,Potential
C195381,189,1,600.17,4,2,3,423,9,Potential
C195393,472,1,4801.28,3,2,4,324,9,Potential
C195413,782,1,7502.0,1,2,5,125,8,Lost
C195662,448,1,5401.53,3,2,5,325,10,Potential
C195726,212,1,573.44,4,2,3,423,9,Potential
C195744,659,1,9602.72,1,2,5,125,8,Lost
C195802,165,1,4801.28,4,2,4,424,10,Potential
C195825,112,1,16800.0,5,2,5,525,12,Potential
C195834,306,1,9602.72,4,2,5,425,11,Potential
C195856,191,1,162.64,4,2,2,422,8,Potential
C195912,120,1,83.68,5,2,1,521,8,Potential
C195920,297,1,83.68,4,2,1,421,7,Potential
C195975,298,1,322.56,4,2,3,423,9,Potential
C196206,646,1,35.84,1,2,1,121,4,Lost
C196214,407,1,35.84,3,2,1,321,6,Potential
C196241,706,1,2400.68,1,2,4,124,7,Lost
C196260,390,1,650.56,3,2,3,323,8,Potential
C196350,140,1,60.6,5,2,1,521,8,Potential
C196352,575,1,650.56,2,2,3,223,7,Lost
C196368,460,1,600.17,3,2,3,323,8,Potential
C196435,427,1,2700.7200000000003,3,2,4,324,9,Potential
C196680,33,1,4801.28,5,2,4,524,11,Potential
C196959,745,1,46.92,1,2,1,121,4,Lost
C197235,242,1,15004.25,4,2,5,425,11,Potential
C197303,24,1,2400.68,5,2,4,524,11,Potential
C197356,396,1,4801.28,3,2,4,324,9,Potential
C197397,388,1,4801.28,3,2,4,324,9,Potential
C197415,352,1,15.15,3,2,1,321,6,Potential
C197424,574,1,130.75,2,2,2,222,6,Lost
C197706,419,1,105.57,3,2,2,322,7,Potential
C197862,441,1,2700.7200000000003,3,2,4,324,9,Potential
C197927,237,1,5401.53,4,2,5,425,11,Potential
C198005,796,1,322.56,1,2,3,123,6,Lost
C198008,331,1,7502.0,3,2,5,325,10,Potential
C198030,618,1,300.08,2,2,2,222,6,Lost
C198035,562,1,300.08,2,2,2,222,6,Lost
C198239,495,1,1200.32,2,2,4,224,8,Lost
C198241,366,1,7502.0,3,2,5,325,10,Potential
C198279,125,1,365.94,5,2,3,523,10,Potential
C198524,551,1,20.92,2,2,1,221,5,Lost
C198568,428,1,4801.28,3,2,4,324,9,Potential
C198589,696,1,5401.53,1,2,5,125,8,Lost
C198630,398,1,1200.32,3,2,4,324,9,Potential
C198854,84,1,7502.0,5,2,5,525,12,Potential
C198879,130,1,130.75,5,2,2,522,9,Potential
C198924,294,1,162.64,4,2,2,422,8,Potential
C198969,27,1,15004.25,5,2,5,525,12,Potential
C199012,563,1,1200.32,2,2,4,224,8,Lost
C199138,764,1,4801.28,1,2,4,124,7,Lost
C199158,781,1,365.94,1,2,3,123,6,Lost
C199162,684,1,7502.0,1,2,5,125,8,Lost
C199221,605,1,40.66,2,2,1,221,5,Lost
C199284,747,1,9602.72,1,2,5,125,8,Lost
C199555,580,1,4801.28,2,2,4,224,8,Lost
C199763,214,1,896.0,4,2,3,423,9,Potential
C199924,88,1,162.64,5,2,2,522,9,Potential
C200068,426,1,7502.0,3,2,5,325,10,Potential
C200189,707,1,15.15,1,2,1,121,4,Lost
C200253,219,1,1200.32,4,2,4,424,10,Potential
C200254,349,1,2400.68,3,2,4,324,9,Potential
C200280,94,1,2700.7200000000003,5,2,4,524,11,Potential
C200351,577,1,40.66,2,2,1,221,5,Lost
C200366,68,1,5401.53,5,2,5,525,12,Potential
C200579,137,1,9602.72,5,2,5,525,12,Potential
C200746,611,1,2700.7200000000003,2,2,4,224,8,Lost
C200944,714,1,143.36,1,2,2,122,5,Lost
C201002,99,1,1200.32,5,2,4,524,11,Potential
C201010,459,1,1016.5,3,2,3,323,8,Potential
C201026,177,1,5.23,4,2,1,421,7,Potential
C201147,454,1,300.08,3,2,2,322,7,Potential
C201221,45,1,7502.0,5,2,5,525,12,Potential
C201303,41,1,47.07,5,2,1,521,8,Potential
C201311,374,1,46.92,3,2,1,321,6,Potential
C201322,143,1,15004.25,5,2,5,525,12,Potential
C201349,197,1,40.66,4,2,1,421,7,Potential
C201535,231,1,300.08,4,2,2,422,8,Potential
C201543,166,1,2700.7200000000003,4,2,4,424,10,Potential
C201596,704,1,143.36,1,2,2,122,5,Lost
C201615,541,1,1200.32,2,2,4,224,8,Lost
C201680,426,1,1016.5,3,2,3,323,8,Potential
C201697,696,1,7502.0,1,2,5,125,8,Lost
C201712,303,1,322.56,4,2,3,423,9,Potential
C201728,431,1,322.56,3,2,3,323,8,Potential
C201792,399,1,5.23,3,2,1,321,6,Potential
C201823,785,1,35.84,1,2,1,121,4,Lost
C201825,442,1,322.56,3,2,3,323,8,Potential
C201863,770,1,573.44,1,2,3,123,6,Lost
C202163,18,1,1200.32,5,2,4,524,11,Potential
C202238,478,1,293.25,2,2,2,222,6,Lost
C202257,258,1,1016.5,4,2,3,423,9,Potential
C202280,315,1,365.94,3,2,3,323,8,Potential
C202319,700,1,20.92,1,2,1,121,4,Lost
C202352,279,1,300.08,4,2,2,422,8,Potential
C202452,741,1,896.0,1,2,3,123,6,Lost
C202466,728,1,105.57,1,2,2,122,5,Lost
C202483,239,1,300.08,4,2,2,422,8,Potential
C202613,322,1,896.0,3,2,3,323,8,Potential
C202691,540,1,16800.0,2,2,5,225,9,Lost
C202977,575,1,1200.32,2,2,4,224,8,Lost
C202984,778,1,573.44,1,2,3,123,6,Lost
C202994,8,1,1200.32,5,2,4,524,11,Potential
C203066,613,1,650.56,2,2,3,223,7,Lost
C203136,774,1,35.84,1,2,1,121,4,Lost
C203155,234,1,650.56,4,2,3,423,9,Potential
C203165,403,1,35.84,3,2,1,321,6,Potential
C203531,768,1,143.36,1,2,2,122,5,Lost
C203595,243,1,162.64,4,2,2,422,8,Potential
C203627,70,1,15.15,5,2,1,521,8,Potential
C203673,482,1,365.94,2,2,3,223,7,Lost
C203737,552,1,1200.32,2,2,4,224,8,Lost
C203750,646,1,2400.68,1,2,4,124,7,Lost
C203761,156,1,47.07,5,2,1,521,8,Potential
C203814,244,1,600.17,4,2,3,423,9,Potential
C203892,211,1,7502.0,4,2,5,425,11,Potential
C203901,190,1,4801.28,4,2,4,424,10,Potential
C204010,680,1,300.08,1,2,2,122,5,Lost
C204073,751,1,47.07,1,2,1,121,4,Lost
C204074,344,1,9602.72,3,2,5,325,10,Potential
C204134,441,1,5401.53,3,2,5,325,10,Potential
C204201,318,1,20.92,3,2,1,321,6,Potential
C204282,79,1,5401.53,5,2,5,525,12,Potential
C204431,263,1,9450.0,4,2,5,425,11,Potential
C204452,464,1,7502.0,3,2,5,325,10,Potential
C204460,275,1,322.56,4,2,3,423,9,Potential
C204500,456,1,47.07,3,2,1,321,6,Potential
C204505,34,1,2700.7200000000003,5,2,4,524,11,Potential
C204508,609,1,300.08,2,2,2,222,6,Lost
C204642,72,1,46.92,5,2,1,521,8,Potential
C204644,248,1,130.75,4,2,2,422,8,Potential
C204680,375,1,896.0,3,2,3,323,8,Potential
C204683,101,1,650.56,5,2,3,523,10,Potential
C204760,622,1,1200.32,2,2,4,224,8,Lost
C204773,137,1,2400.68,5,2,4,524,11,Potential
C204788,431,1,896.0,3,2,3,323,8,Potential
C204875,150,1,105.57,5,2,2,522,9,Potential
C204904,294,1,1050.0,4,2,3,423,9,Potential
C204917,388,1,7502.0,3,2,5,325,10,Potential
C205137,632,1,2700.7200000000003,2,2,4,224,8,Lost
C205142,369,1,4200.0,3,2,4,324,9,Potential
C205173,488,1,4801.28,2,2,4,224,8,Lost
C205202,657,1,650.56,1,2,3,123,6,Lost
C205343,244,1,15004.25,4,2,5,425,11,Potential
C205439,468,1,600.17,3,2,3,323,8,Potential
C205451,399,1,9450.0,3,2,5,325,10,Potential
C205521,736,1,4801.28,1,2,4,124,7,Lost
C205545,639,1,47.07,2,2,1,221,5,Lost
C205569,123,1,322.56,5,2,3,523,10,Potential
C205677,183,1,1200.32,4,2,4,424,10,Potential
C205701,564,1,7502.0,2,2,5,225,9,Lost
C205712,33,1,1016.5,5,2,3,523,10,Potential
C205852,496,1,20.92,2,2,1,221,5,Lost
C205859,236,1,162.64,4,2,2,422,8,Potential
C205877,319,1,162.64,3,2,2,322,7,Potential
C205958,429,1,187.68,3,2,2,322,7,Potential
C206056,608,1,600.17,2,2,3,223,7,Lost
C206174,352,1,15004.25,3,2,5,325,10,Potential
C206197,260,1,1016.5,4,2,3,423,9,Potential
C206262,750,1,650.56,1,2,3,123,6,Lost
C206272,570,1,15.15,2,2,1,221,5,Lost
C206359,204,1,1200.32,4,2,4,424,10,Potential
C206393,545,1,162.64,2,2,2,222,6,Lost
C206450,338,1,5401.53,3,2,5,325,10,Potential
C206451,567,1,4801.28,2,2,4,224,8,Lost
C206542,489,1,1050.0,2,2,3,223,7,Lost
C206562,59,1,15004.25,5,2,5,525,12,Potential
C206725,246,1,47.07,4,2,1,421,7,Potential
C206775,387,1,60.6,3,2,1,321,6,Potential
C206957,376,1,650.56,3,2,3,323,8,Potential
C207060,202,1,5.23,4,2,1,421,7,Potential
C207064,746,1,4200.0,1,2,4,124,7,Lost
C207128,271,1,40.66,4,2,1,421,7,Potential
C207137,112,1,1200.32,5,2,4,524,11,Potential
C207145,17,1,136.35000000000002,5,2,2,522,9,Potential
C207325,620,1,300.08,2,2,2,222,6,Lost
C207334,543,1,15004.25,2,2,5,225,9,Lost
C207339,487,1,46.92,2,2,1,221,5,Lost
C207371,37,1,896.0,5,2,3,523,10,Potential
C207376,29,1,4801.28,5,2,4,524,11,Potential
C207437,219,1,600.17,4,2,3,423,9,Potential
C207440,536,1,1016.5,2,2,3,223,7,Lost
C207482,249,1,1016.5,4,2,3,423,9,Potential
C207533,141,1,5.23,5,2,1,521,8,Potential
C207627,383,1,47.07,3,2,1,321,6,Potential
C207706,177,1,896.0,4,2,3,423,9,Potential
C207762,700,1,9602.72,1,2,5,125,8,Lost
C207889,379,1,1200.32,3,2,4,324,9,Potential
C207909,275,1,896.0,4,2,3,423,9,Potential
C207920,707,1,5.23,1,2,1,121,4,Lost
C208035,360,1,83.68,3,2,1,321,6,Potential
C208061,694,1,5.23,1,2,1,121,4,Lost
C208074,110,1,5401.53,5,2,5,525,12,Potential
C208250,284,1,5.23,4,2,1,421,7,Potential
C208251,13,1,26250.0,5,2,5,525,12,Potential
C208494,512,1,650.56,2,2,3,223,7,Lost
C208518,768,1,650.56,1,2,3,123,6,Lost
C208555,518,1,162.64,2,2,2,222,6,Lost
C208645,669,1,40.66,1,2,1,121,4,Lost
C208673,350,1,2700.7200000000003,3,2,4,324,9,Potential
C208904,778,1,187.68,1,2,2,122,5,Lost
C208939,425,1,1016.5,3,2,3,323,8,Potential
C208956,775,1,4801.28,1,2,4,124,7,Lost
C209058,424,1,322.56,3,2,3,323,8,Potential
