customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_sum,segment,churn_risk,priority_score
C171131,109,1,5.23,5,2,1,8,Potential,medium,40
C171204,625,1,1050,2,2,3,7,Lost,high,32.5
C171256,606,1,293.25,2,2,2,6,Lost,high,25
C171266,684,1,83.68,1,2,1,4,Lost,high,10
C171271,27,1,7502,5,2,5,12,Potential,low,70
C171305,190,1,5401.53,4,2,5,11,Potential,high,62.5
C171393,404,1,16800,3,2,5,10,Potential,high,55
C171426,705,1,1050,1,2,3,6,Lost,high,25
C171644,487,1,26250,2,2,5,9,Lost,high,47.5
C171791,579,1,322.56,2,2,3,7,Lost,high,32.5
C171802,776,1,2400.68,1,2,4,7,Lost,high,32.5
C171912,624,1,162.64,2,2,2,6,Lost,high,25
C171926,448,1,300.08,3,2,2,7,Potential,high,32.5
C171971,514,1,7502,2,2,5,9,Lost,high,47.5
C172019,223,1,83.68,4,2,1,7,Potential,high,32.5
C172047,246,1,15004.25,4,2,5,11,Potential,high,62.5
C172140,178,1,300.08,4,2,2,8,Potential,medium,40
C172146,794,1,7502,1,2,5,8,Lost,high,40
C172174,607,1,1200.32,2,2,4,8,Lost,high,40
C172215,53,1,1200.32,5,2,4,11,Potential,low,62.5
C172290,660,1,7502,1,2,5,8,Lost,high,40
C172298,543,1,162.64,2,2,2,6,Lost,high,25
C172311,611,1,7502,2,2,5,9,Lost,high,47.5
C172341,395,1,242.4,3,2,2,7,Potential,high,32.5
C172351,685,1,650.56,1,2,3,6,Lost,high,25
C172377,430,1,9602.72,3,2,5,10,Potential,high,55
C172497,535,1,365.94,2,2,3,7,Lost,high,32.5
C172499,723,1,7502,1,2,5,8,Lost,high,40
C172518,431,1,322.56,3,2,3,8,Potential,high,40
C172614,120,1,7502,5,2,5,12,Potential,medium,70
C172789,647,1,9602.72,1,2,5,8,Lost,high,40
C173030,121,1,2700.72,5,2,4,11,Potential,medium,62.5
C173088,72,1,26250,5,2,5,12,Potential,low,70
C173220,270,1,162.64,4,2,2,8,Potential,high,40
C173248,497,1,2700.72,2,2,4,8,Lost,high,40
C173273,599,1,1050,2,2,3,7,Lost,high,32.5
C173332,491,1,187.68,2,2,2,6,Lost,high,25
C173386,185,1,300.08,4,2,2,8,Potential,high,40
C173425,143,1,4801.28,5,2,4,11,Potential,medium,62.5
C173557,728,1,7502,1,2,5,8,Lost,high,40
C173636,200,1,15004.25,4,2,5,11,Potential,high,62.5
C173642,340,1,143.36,3,2,2,7,Potential,high,32.5
C173650,541,1,1200.32,2,2,4,8,Lost,high,40
C173721,469,1,162.64,3,2,2,7,Potential,high,32.5
C173742,761,1,15.15,1,2,1,4,Lost,high,10
C173794,269,1,2700.72,4,2,4,10,Potential,high,55
C173875,596,1,300.08,2,2,2,6,Lost,high,25
C173995,496,1,1200.32,2,2,4,8,Lost,high,40
C174088,792,1,1016.5,1,2,3,6,Lost,high,25
C174140,634,1,322.56,2,2,3,7,Lost,high,32.5
C174146,601,1,2700.72,2,2,4,8,Lost,high,40
C174158,125,1,83.68,5,2,1,8,Potential,medium,40
C174160,602,1,4801.28,2,2,4,8,Lost,high,40
C174210,340,1,9450,3,2,5,10,Potential,high,55
C174247,530,1,15004.25,2,2,5,9,Lost,high,47.5
C174270,264,1,1200.32,4,2,4,10,Potential,high,55
C174412,109,1,105.57,5,2,2,9,Potential,medium,47.5
C174457,261,1,300.08,4,2,2,8,Potential,high,40
C174630,697,1,15.15,1,2,1,4,Lost,high,10
C174635,3,1,4801.28,5,2,4,11,Potential,low,62.5
C174719,397,1,650.56,3,2,3,8,Potential,high,40
C174748,597,1,300.08,2,2,2,6,Lost,high,25
C174822,398,1,7502,3,2,5,10,Potential,high,55
C174855,698,1,378.75,1,2,3,6,Lost,high,25
C174867,308,1,20.92,4,2,1,7,Potential,high,32.5
C174884,316,1,143.36,3,2,2,7,Potential,high,32.5
C174969,795,1,4801.28,1,2,4,7,Lost,high,32.5
C175034,613,1,16800,2,2,5,9,Lost,high,47.5
C175056,578,1,130.75,2,2,2,6,Lost,high,25
C175067,687,1,4200,1,2,4,7,Lost,high,32.5
C175151,231,1,83.68,4,2,1,7,Potential,high,32.5
C175192,587,1,4200,2,2,4,8,Lost,high,40
C175236,627,1,5.23,2,2,1,5,Lost,high,17.5
C175275,203,1,365.94,4,2,3,9,Potential,high,47.5
C175426,494,1,20.92,2,2,1,5,Lost,high,17.5
C175551,609,1,35.84,2,2,1,5,Lost,high,17.5
C175569,314,1,1200.32,3,2,4,9,Potential,high,47.5
C175589,558,1,15004.25,2,2,5,9,Lost,high,47.5
C175595,475,1,1200.32,3,2,4,9,Potential,high,47.5
C175634,752,1,15004.25,1,2,5,8,Lost,high,40
C175653,583,1,2700.72,2,2,4,8,Lost,high,40
C175699,470,1,83.68,3,2,1,6,Potential,high,25
C175780,651,1,5401.53,1,2,5,8,Lost,high,40
C175798,530,1,650.56,2,2,3,7,Lost,high,32.5
C175848,135,1,322.56,5,2,3,10,Potential,medium,55
C176073,453,1,1200.32,3,2,4,9,Potential,high,47.5
C176074,535,1,4801.28,2,2,4,8,Lost,high,40
C176201,464,1,1200.32,3,2,4,9,Potential,high,47.5
C176220,679,1,1200.32,1,2,4,7,Lost,high,32.5
C176333,44,1,7502,5,2,5,12,Potential,low,70
C176532,106,1,1200.32,5,2,4,11,Potential,medium,62.5
C176666,121,1,7502,5,2,5,12,Potential,medium,70
C176711,637,1,187.68,2,2,2,6,Lost,high,25
C176859,214,1,4200,4,2,4,10,Potential,high,55
C176944,721,1,7502,1,2,5,8,Lost,high,40
C176973,561,1,573.44,2,2,3,7,Lost,high,32.5
C177153,660,1,4801.28,1,2,4,7,Lost,high,32.5
C177157,9,1,650.56,5,2,3,10,Potential,low,55
C177393,63,1,600.17,5,2,3,10,Potential,low,55
C177417,366,1,4801.28,3,2,4,9,Potential,high,47.5
C177544,25,1,9602.72,5,2,5,12,Potential,low,70
C177599,622,1,1016.5,2,2,3,7,Lost,high,32.5
C177699,165,1,143.36,4,2,2,8,Potential,medium,40
C177946,273,1,47.07,4,2,1,7,Potential,high,32.5
C177984,628,1,7502,2,2,5,9,Lost,high,47.5
C177996,137,1,1200.32,5,2,4,11,Potential,medium,62.5
C178004,389,1,300.08,3,2,2,7,Potential,high,32.5
C178076,489,1,26250,2,2,5,9,Lost,high,47.5
C178141,227,1,1200.32,4,2,4,10,Potential,high,55
C178462,273,1,162.64,4,2,2,8,Potential,high,40
C178470,181,1,365.94,4,2,3,9,Potential,high,47.5
C178522,98,1,2400.68,5,2,4,11,Potential,medium,62.5
C178631,606,1,2700.72,2,2,4,8,Lost,high,40
C178664,103,1,2400.68,5,2,4,11,Potential,medium,62.5
C178752,519,1,365.94,2,2,3,7,Lost,high,32.5
C178869,589,1,5.23,2,2,1,5,Lost,high,17.5
C178875,267,1,300.08,4,2,2,8,Potential,high,40
C178882,686,1,162.64,1,2,2,5,Lost,high,17.5
C179024,796,1,4801.28,1,2,4,7,Lost,high,32.5
C179109,419,1,162.64,3,2,2,7,Potential,high,32.5
C179153,365,1,1016.5,3,2,3,8,Potential,high,40
C179174,67,1,7502,5,2,5,12,Potential,low,70
C179198,470,1,47.07,3,2,1,6,Potential,high,25
C179265,162,1,83.68,4,2,1,7,Potential,medium,32.5
C179298,103,1,242.4,5,2,2,9,Potential,medium,47.5
C179408,735,1,46.92,1,2,1,4,Lost,high,10
C179452,87,1,7502,5,2,5,12,Potential,low,70
C179484,642,1,20.92,1,2,1,4,Lost,high,10
C179487,778,1,300.08,1,2,2,5,Lost,high,17.5
C179529,521,1,242.4,2,2,2,6,Lost,high,25
C179544,449,1,20.92,3,2,1,6,Potential,high,25
C179570,252,1,4801.28,4,2,4,10,Potential,high,55
C179590,695,1,573.44,1,2,3,6,Lost,high,25
C179605,226,1,2700.72,4,2,4,10,Potential,high,55
C179845,339,1,4801.28,3,2,4,9,Potential,high,47.5
C179974,241,1,300.08,4,2,2,8,Potential,high,40
C180032,372,1,1200.32,3,2,4,9,Potential,high,47.5
C180234,172,1,9602.72,4,2,5,11,Potential,medium,62.5
C180241,289,1,83.68,4,2,1,7,Potential,high,32.5
C180322,602,1,378.75,2,2,3,7,Lost,high,32.5
C180376,31,1,1200.32,5,2,4,11,Potential,low,62.5
C180387,244,1,573.44,4,2,3,9,Potential,high,47.5
C180483,710,1,143.36,1,2,2,5,Lost,high,17.5
C180524,109,1,1200.32,5,2,4,11,Potential,medium,62.5
C180530,94,1,26250,5,2,5,12,Potential,medium,70
C180592,668,1,1200.32,1,2,4,7,Lost,high,32.5
C180666,227,1,7502,4,2,5,11,Potential,high,62.5
C180686,26,1,1200.32,5,2,4,11,Potential,low,62.5
C180761,175,1,4200,4,2,4,10,Potential,medium,55
C180827,514,1,15004.25,2,2,5,9,Lost,high,47.5
C180890,67,1,1200.32,5,2,4,11,Potential,low,62.5
C181092,389,1,130.75,3,2,2,7,Potential,high,32.5
C181330,761,1,7502,1,2,5,8,Lost,high,40
C181347,333,1,83.68,3,2,1,6,Potential,high,25
C181366,580,1,15004.25,2,2,5,9,Lost,high,47.5
C181439,629,1,35.84,2,2,1,5,Lost,high,17.5
C181566,642,1,2700.72,1,2,4,7,Lost,high,32.5
C181581,436,1,300.08,3,2,2,7,Potential,high,32.5
C181614,29,1,600.17,5,2,3,10,Potential,low,55
C181749,115,1,365.94,5,2,3,10,Potential,medium,55
C181804,373,1,2700.72,3,2,4,9,Potential,high,47.5
C181825,545,1,4801.28,2,2,4,8,Lost,high,40
C181853,789,1,47.07,1,2,1,4,Lost,high,10
C181871,246,1,2700.72,4,2,4,10,Potential,high,55
C181914,160,1,300.08,5,2,2,9,Potential,medium,47.5
C182017,730,1,365.94,1,2,3,6,Lost,high,25
C182058,735,1,2700.72,1,2,4,7,Lost,high,32.5
C182131,499,1,5.23,2,2,1,5,Lost,high,17.5
C182142,751,1,20.92,1,2,1,4,Lost,high,10
C182199,451,1,2400.68,3,2,4,9,Potential,high,47.5
C182227,77,1,2700.72,5,2,4,11,Potential,low,62.5
C182346,762,1,1016.5,1,2,3,6,Lost,high,25
C182408,458,1,7502,3,2,5,10,Potential,high,55
C182473,337,1,162.64,3,2,2,7,Potential,high,32.5
C182583,498,1,1050,2,2,3,7,Lost,high,32.5
C182657,208,1,896,4,2,3,9,Potential,high,47.5
C182706,354,1,130.75,3,2,2,7,Potential,high,32.5
C182737,371,1,600.17,3,2,3,8,Potential,high,40
C182740,313,1,365.94,3,2,3,8,Potential,high,40
C182753,689,1,130.75,1,2,2,5,Lost,high,17.5
C182769,22,1,600.17,5,2,3,10,Potential,low,55
C182773,492,1,162.64,2,2,2,6,Lost,high,25
C182792,89,1,1016.5,5,2,3,10,Potential,low,55
C182824,577,1,573.44,2,2,3,7,Lost,high,32.5
C182846,204,1,365.94,4,2,3,9,Potential,high,47.5
C182871,503,1,2700.72,2,2,4,8,Lost,high,40
C182876,16,1,40.66,5,2,1,8,Potential,low,40
C182996,74,1,143.36,5,2,2,9,Potential,low,47.5
C183067,227,1,650.56,4,2,3,9,Potential,high,47.5
C183068,716,1,1200.32,1,2,4,7,Lost,high,32.5
C183077,699,1,300.08,1,2,2,5,Lost,high,17.5
C183190,719,1,40.66,1,2,1,4,Lost,high,10
C183201,60,1,83.68,5,2,1,8,Potential,low,40
C183305,143,1,2700.72,5,2,4,11,Potential,medium,62.5
C183327,116,1,322.56,5,2,3,10,Potential,medium,55
C183394,159,1,2700.72,5,2,4,11,Potential,medium,62.5
C183416,463,1,4801.28,3,2,4,9,Potential,high,47.5
C183692,127,1,2700.72,5,2,4,11,Potential,medium,62.5
C183703,300,1,162.64,4,2,2,8,Potential,high,40
C183716,482,1,2700.72,2,2,4,8,Lost,high,40
C183729,272,1,1016.5,4,2,3,9,Potential,high,47.5
C183767,740,1,1200.32,1,2,4,7,Lost,high,32.5
C183975,179,1,15004.25,4,2,5,11,Potential,medium,62.5
C184001,623,1,20.92,2,2,1,5,Lost,high,17.5
C184012,595,1,26250,2,2,5,9,Lost,high,47.5
C184098,785,1,2700.72,1,2,4,7,Lost,high,32.5
C184139,508,1,16800,2,2,5,9,Lost,high,47.5
C184192,467,1,300.08,3,2,2,7,Potential,high,32.5
C184272,712,1,4801.28,1,2,4,7,Lost,high,32.5
C184291,464,1,2700.72,3,2,4,9,Potential,high,47.5
C184368,782,1,40.66,1,2,1,4,Lost,high,10
C184401,769,1,4801.28,1,2,4,7,Lost,high,32.5
C184539,461,1,4801.28,3,2,4,9,Potential,high,47.5
C184583,581,1,1050,2,2,3,7,Lost,high,32.5
C184740,41,1,47.07,5,2,1,8,Potential,low,40
C184782,319,1,46.92,3,2,1,6,Potential,high,25
C184839,624,1,130.75,2,2,2,6,Lost,high,25
C184889,460,1,300.08,3,2,2,7,Potential,high,32.5
C184897,778,1,7502,1,2,5,8,Lost,high,40
C184907,704,1,105.57,1,2,2,5,Lost,high,17.5
C185018,416,1,162.64,3,2,2,7,Potential,high,32.5
C185031,445,1,293.25,3,2,2,7,Potential,high,32.5
C185286,710,1,5.23,1,2,1,4,Lost,high,10
C185306,228,1,9450,4,2,5,11,Potential,high,62.5
C185307,24,1,300.08,5,2,2,9,Potential,low,47.5
C185464,350,1,83.68,3,2,1,6,Potential,high,25
C185467,424,1,322.56,3,2,3,8,Potential,high,40
C185504,251,1,5.23,4,2,1,7,Potential,high,32.5
C185513,337,1,365.94,3,2,3,8,Potential,high,40
C185599,60,1,650.56,5,2,3,10,Potential,low,55
C185607,39,1,600.17,5,2,3,10,Potential,low,55
C185685,303,1,20.92,4,2,1,7,Potential,high,32.5
C185729,520,1,378.75,2,2,3,7,Lost,high,32.5
C185756,52,1,1200.32,5,2,4,11,Potential,low,62.5
C185832,576,1,9602.72,2,2,5,9,Lost,high,47.5
C185847,574,1,2400.68,2,2,4,8,Lost,high,40
C185851,383,1,896,3,2,3,8,Potential,high,40
C185855,94,1,83.68,5,2,1,8,Potential,medium,40
C185898,496,1,573.44,2,2,3,7,Lost,high,32.5
C185940,325,1,47.07,3,2,1,6,Potential,high,25
C185981,640,1,105.57,2,2,2,6,Lost,high,25
C185982,756,1,15004.25,1,2,5,8,Lost,high,40
C185997,17,1,60.6,5,2,1,8,Potential,low,40
C185999,749,1,1200.32,1,2,4,7,Lost,high,32.5
C186083,106,1,5.23,5,2,1,8,Potential,medium,40
C186106,20,1,4801.28,5,2,4,11,Potential,low,62.5
C186129,610,1,7502,2,2,5,9,Lost,high,47.5
C186152,474,1,650.56,3,2,3,8,Potential,high,40
C186156,266,1,4200,4,2,4,10,Potential,high,55
C186171,384,1,83.68,3,2,1,6,Potential,high,25
C186217,642,1,242.4,1,2,2,5,Lost,high,17.5
C186421,790,1,573.44,1,2,3,6,Lost,high,25
C186426,239,1,378.75,4,2,3,9,Potential,high,47.5
C186458,387,1,26250,3,2,5,10,Potential,high,55
C186611,661,1,15004.25,1,2,5,8,Lost,high,40
C186699,365,1,7502,3,2,5,10,Potential,high,55
C186728,373,1,650.56,3,2,3,8,Potential,high,40
C186760,208,1,322.56,4,2,3,9,Potential,high,47.5
C186870,115,1,16800,5,2,5,12,Potential,medium,70
C186987,67,1,573.44,5,2,3,10,Potential,low,55
C187030,21,1,35.84,5,2,1,8,Potential,low,40
C187208,733,1,5.23,1,2,1,4,Lost,high,10
C187216,445,1,300.08,3,2,2,7,Potential,high,32.5
C187242,705,1,47.07,1,2,1,4,Lost,high,10
C187310,659,1,4801.28,1,2,4,7,Lost,high,32.5
C187314,237,1,162.64,4,2,2,8,Potential,high,40
C187418,675,1,2700.72,1,2,4,7,Lost,high,32.5
C187419,172,1,47.07,4,2,1,7,Potential,medium,32.5
C187479,371,1,5.23,3,2,1,6,Potential,high,25
C187491,507,1,4801.28,2,2,4,8,Lost,high,40
C187496,379,1,650.56,3,2,3,8,Potential,high,40
C187586,473,1,7502,3,2,5,10,Potential,high,55
C187775,153,1,35.84,5,2,1,8,Potential,medium,40
C187905,160,1,2700.72,5,2,4,11,Potential,medium,62.5
C187984,263,1,1016.5,4,2,3,9,Potential,high,47.5
C188039,408,1,4801.28,3,2,4,9,Potential,high,47.5
C188053,461,1,9602.72,3,2,5,10,Potential,high,55
C188077,492,1,600.17,2,2,3,7,Lost,high,32.5
C188084,729,1,300.08,1,2,2,5,Lost,high,17.5
C188089,635,1,2400.68,2,2,4,8,Lost,high,40
C188204,784,1,7502,1,2,5,8,Lost,high,40
C188307,671,1,300.08,1,2,2,5,Lost,high,17.5
C188906,577,1,4801.28,2,2,4,8,Lost,high,40
C188921,16,1,15.15,5,2,1,8,Potential,low,40
C189049,498,1,2700.72,2,2,4,8,Lost,high,40
C189146,674,1,300.08,1,2,2,5,Lost,high,17.5
C189150,503,1,300.08,2,2,2,6,Lost,high,25
C189212,537,1,2700.72,2,2,4,8,Lost,high,40
C189254,683,1,4801.28,1,2,4,7,Lost,high,32.5
C189300,192,1,650.56,4,2,3,9,Potential,high,47.5
C189331,494,1,1016.5,2,2,3,7,Lost,high,32.5
C189345,629,1,40.66,2,2,1,5,Lost,high,17.5
C189364,471,1,1050,3,2,3,8,Potential,high,40
C189476,678,1,20.92,1,2,1,4,Lost,high,10
C189525,339,1,1200.32,3,2,4,9,Potential,high,47.5
C189528,103,1,130.75,5,2,2,9,Potential,medium,47.5
C189630,495,1,2400.68,2,2,4,8,Lost,high,40
C189683,60,1,242.4,5,2,2,9,Potential,low,47.5
C190094,784,1,7502,1,2,5,8,Lost,high,40
C190227,515,1,5401.53,2,2,5,9,Lost,high,47.5
C190232,103,1,15004.25,5,2,5,12,Potential,medium,70
C190279,384,1,16800,3,2,5,10,Potential,high,55
C190285,190,1,600.17,4,2,3,9,Potential,high,47.5
C190312,301,1,378.75,4,2,3,9,Potential,high,47.5
C190336,309,1,242.4,4,2,2,8,Potential,high,40
C190351,103,1,2700.72,5,2,4,11,Potential,medium,62.5
C190536,294,1,40.66,4,2,1,7,Potential,high,32.5
C190557,290,1,4801.28,4,2,4,10,Potential,high,55
C190567,414,1,1200.32,3,2,4,9,Potential,high,47.5
C190591,66,1,573.44,5,2,3,10,Potential,low,55
C190673,785,1,2700.72,1,2,4,7,Lost,high,32.5
C190720,340,1,5401.53,3,2,5,10,Potential,high,55
C190765,267,1,600.17,4,2,3,9,Potential,high,47.5
C190782,393,1,130.75,3,2,2,7,Potential,high,32.5
C190787,355,1,162.64,3,2,2,7,Potential,high,32.5
C190851,317,1,300.08,3,2,2,7,Potential,high,32.5
C190907,297,1,83.68,4,2,1,7,Potential,high,32.5
C191062,483,1,83.68,2,2,1,5,Lost,high,17.5
C191112,469,1,47.07,3,2,1,6,Potential,high,25
C191120,48,1,2700.72,5,2,4,11,Potential,low,62.5
C191185,383,1,1200.32,3,2,4,9,Potential,high,47.5
C191255,443,1,1016.5,3,2,3,8,Potential,high,40
C191345,251,1,365.94,4,2,3,9,Potential,high,47.5
C191442,370,1,300.08,3,2,2,7,Potential,high,32.5
C191476,394,1,5.23,3,2,1,6,Potential,high,25
C191480,497,1,300.08,2,2,2,6,Lost,high,25
C191501,591,1,4801.28,2,2,4,8,Lost,high,40
C191514,138,1,130.75,5,2,2,9,Potential,medium,47.5
C191537,778,1,650.56,1,2,3,6,Lost,high,25
C191544,71,1,83.68,5,2,1,8,Potential,low,40
C191607,603,1,15.15,2,2,1,5,Lost,high,17.5
C191643,340,1,2400.68,3,2,4,9,Potential,high,47.5
C191650,143,1,26250,5,2,5,12,Potential,medium,70
C191663,683,1,1200.32,1,2,4,7,Lost,high,32.5
C191860,671,1,7502,1,2,5,8,Lost,high,40
C191936,675,1,11.73,1,2,1,4,Lost,high,10
C191941,361,1,4801.28,3,2,4,9,Potential,high,47.5
C191944,102,1,40.66,5,2,1,8,Potential,medium,40
C192032,259,1,15004.25,4,2,5,11,Potential,high,62.5
C192048,334,1,7502,3,2,5,10,Potential,high,55
C192167,750,1,4801.28,1,2,4,7,Lost,high,32.5
C192217,599,1,40.66,2,2,1,5,Lost,high,17.5
C192236,691,1,300.08,1,2,2,5,Lost,high,17.5
C192327,550,1,83.68,2,2,1,5,Lost,high,17.5
C192511,660,1,650.56,1,2,3,6,Lost,high,25
C192571,528,1,83.68,2,2,1,5,Lost,high,17.5
C192612,457,1,365.94,3,2,3,8,Potential,high,40
C192647,473,1,35.84,3,2,1,6,Potential,high,25
C192721,295,1,7502,4,2,5,11,Potential,high,62.5
C192751,790,1,1050,1,2,3,6,Lost,high,25
C192824,60,1,35.84,5,2,1,8,Potential,low,40
C192844,111,1,5.23,5,2,1,8,Potential,medium,40
C192871,454,1,322.56,3,2,3,8,Potential,high,40
C192971,490,1,7502,2,2,5,9,Lost,high,47.5
C193112,411,1,1200.32,3,2,4,9,Potential,high,47.5
C193228,598,1,83.68,2,2,1,5,Lost,high,17.5
C193292,776,1,300.08,1,2,2,5,Lost,high,17.5
C193367,157,1,130.75,5,2,2,9,Potential,medium,47.5
C193488,347,1,300.08,3,2,2,7,Potential,high,32.5
C193534,279,1,1200.32,4,2,4,10,Potential,high,55
C193724,661,1,143.36,1,2,2,5,Lost,high,17.5
C193754,165,1,1200.32,4,2,4,10,Potential,medium,55
C193828,146,1,2700.72,5,2,4,11,Potential,medium,62.5
C193932,108,1,5.23,5,2,1,8,Potential,medium,40
C193933,631,1,573.44,2,2,3,7,Lost,high,32.5
C193962,367,1,20.92,3,2,1,6,Potential,high,25
C194081,432,1,136.35,3,2,2,7,Potential,high,32.5
C194095,152,1,5.23,5,2,1,8,Potential,medium,40
C194144,116,1,4801.28,5,2,4,11,Potential,medium,62.5
C194305,138,1,7502,5,2,5,12,Potential,medium,70
C194311,392,1,300.08,3,2,2,7,Potential,high,32.5
C194330,619,1,4801.28,2,2,4,8,Lost,high,40
C194478,643,1,4801.28,1,2,4,7,Lost,high,32.5
C194504,459,1,40.66,3,2,1,6,Potential,high,25
C194606,779,1,35.84,1,2,1,4,Lost,high,10
C194643,73,1,5401.53,5,2,5,12,Potential,low,70
C194657,680,1,1200.32,1,2,4,7,Lost,high,32.5
C194674,480,1,40.66,2,2,1,5,Lost,high,17.5
C194988,295,1,1200.32,4,2,4,10,Potential,high,55
C195041,210,1,1200.32,4,2,4,10,Potential,high,55
C195150,336,1,1200.32,3,2,4,9,Potential,high,47.5
C195161,783,1,46.92,1,2,1,4,Lost,high,10
C195251,612,1,300.08,2,2,2,6,Lost,high,25
C195297,758,1,2700.72,1,2,4,7,Lost,high,32.5
C195364,102,1,300.08,5,2,2,9,Potential,medium,47.5
C195381,189,1,600.17,4,2,3,9,Potential,high,47.5
C195393,472,1,4801.28,3,2,4,9,Potential,high,47.5
C195413,782,1,7502,1,2,5,8,Lost,high,40
C195662,448,1,5401.53,3,2,5,10,Potential,high,55
C195726,212,1,573.44,4,2,3,9,Potential,high,47.5
C195744,659,1,9602.72,1,2,5,8,Lost,high,40
C195802,165,1,4801.28,4,2,4,10,Potential,medium,55
C195825,112,1,16800,5,2,5,12,Potential,medium,70
C195834,306,1,9602.72,4,2,5,11,Potential,high,62.5
C195856,191,1,162.64,4,2,2,8,Potential,high,40
C195912,120,1,83.68,5,2,1,8,Potential,medium,40
C195920,297,1,83.68,4,2,1,7,Potential,high,32.5
C195975,298,1,322.56,4,2,3,9,Potential,high,47.5
C196206,646,1,35.84,1,2,1,4,Lost,high,10
C196214,407,1,35.84,3,2,1,6,Potential,high,25
C196241,706,1,2400.68,1,2,4,7,Lost,high,32.5
C196260,390,1,650.56,3,2,3,8,Potential,high,40
C196350,140,1,60.6,5,2,1,8,Potential,medium,40
C196352,575,1,650.56,2,2,3,7,Lost,high,32.5
C196368,460,1,600.17,3,2,3,8,Potential,high,40
C196435,427,1,2700.72,3,2,4,9,Potential,high,47.5
C196680,33,1,4801.28,5,2,4,11,Potential,low,62.5
C196959,745,1,46.92,1,2,1,4,Lost,high,10
C197235,242,1,15004.25,4,2,5,11,Potential,high,62.5
C197303,24,1,2400.68,5,2,4,11,Potential,low,62.5
C197356,396,1,4801.28,3,2,4,9,Potential,high,47.5
C197397,388,1,4801.28,3,2,4,9,Potential,high,47.5
C197415,352,1,15.15,3,2,1,6,Potential,high,25
C197424,574,1,130.75,2,2,2,6,Lost,high,25
C197706,419,1,105.57,3,2,2,7,Potential,high,32.5
C197862,441,1,2700.72,3,2,4,9,Potential,high,47.5
C197927,237,1,5401.53,4,2,5,11,Potential,high,62.5
C198005,796,1,322.56,1,2,3,6,Lost,high,25
C198008,331,1,7502,3,2,5,10,Potential,high,55
C198030,618,1,300.08,2,2,2,6,Lost,high,25
C198035,562,1,300.08,2,2,2,6,Lost,high,25
C198239,495,1,1200.32,2,2,4,8,Lost,high,40
C198241,366,1,7502,3,2,5,10,Potential,high,55
C198279,125,1,365.94,5,2,3,10,Potential,medium,55
C198524,551,1,20.92,2,2,1,5,Lost,high,17.5
C198568,428,1,4801.28,3,2,4,9,Potential,high,47.5
C198589,696,1,5401.53,1,2,5,8,Lost,high,40
C198630,398,1,1200.32,3,2,4,9,Potential,high,47.5
C198854,84,1,7502,5,2,5,12,Potential,low,70
C198879,130,1,130.75,5,2,2,9,Potential,medium,47.5
C198924,294,1,162.64,4,2,2,8,Potential,high,40
C198969,27,1,15004.25,5,2,5,12,Potential,low,70
C199012,563,1,1200.32,2,2,4,8,Lost,high,40
C199138,764,1,4801.28,1,2,4,7,Lost,high,32.5
C199158,781,1,365.94,1,2,3,6,Lost,high,25
C199162,684,1,7502,1,2,5,8,Lost,high,40
C199221,605,1,40.66,2,2,1,5,Lost,high,17.5
C199284,747,1,9602.72,1,2,5,8,Lost,high,40
C199555,580,1,4801.28,2,2,4,8,Lost,high,40
C199763,214,1,896,4,2,3,9,Potential,high,47.5
C199924,88,1,162.64,5,2,2,9,Potential,low,47.5
C200068,426,1,7502,3,2,5,10,Potential,high,55
C200189,707,1,15.15,1,2,1,4,Lost,high,10
C200253,219,1,1200.32,4,2,4,10,Potential,high,55
C200254,349,1,2400.68,3,2,4,9,Potential,high,47.5
C200280,94,1,2700.72,5,2,4,11,Potential,medium,62.5
C200351,577,1,40.66,2,2,1,5,Lost,high,17.5
C200366,68,1,5401.53,5,2,5,12,Potential,low,70
C200579,137,1,9602.72,5,2,5,12,Potential,medium,70
C200746,611,1,2700.72,2,2,4,8,Lost,high,40
C200944,714,1,143.36,1,2,2,5,Lost,high,17.5
C201002,99,1,1200.32,5,2,4,11,Potential,medium,62.5
C201010,459,1,1016.5,3,2,3,8,Potential,high,40
C201026,177,1,5.23,4,2,1,7,Potential,medium,32.5
C201147,454,1,300.08,3,2,2,7,Potential,high,32.5
C201221,45,1,7502,5,2,5,12,Potential,low,70
C201303,41,1,47.07,5,2,1,8,Potential,low,40
C201311,374,1,46.92,3,2,1,6,Potential,high,25
C201322,143,1,15004.25,5,2,5,12,Potential,medium,70
C201349,197,1,40.66,4,2,1,7,Potential,high,32.5
C201535,231,1,300.08,4,2,2,8,Potential,high,40
C201543,166,1,2700.72,4,2,4,10,Potential,medium,55
C201596,704,1,143.36,1,2,2,5,Lost,high,17.5
C201615,541,1,1200.32,2,2,4,8,Lost,high,40
C201680,426,1,1016.5,3,2,3,8,Potential,high,40
C201697,696,1,7502,1,2,5,8,Lost,high,40
C201712,303,1,322.56,4,2,3,9,Potential,high,47.5
C201728,431,1,322.56,3,2,3,8,Potential,high,40
C201792,399,1,5.23,3,2,1,6,Potential,high,25
C201823,785,1,35.84,1,2,1,4,Lost,high,10
C201825,442,1,322.56,3,2,3,8,Potential,high,40
C201863,770,1,573.44,1,2,3,6,Lost,high,25
C202163,18,1,1200.32,5,2,4,11,Potential,low,62.5
C202238,478,1,293.25,2,2,2,6,Lost,high,25
C202257,258,1,1016.5,4,2,3,9,Potential,high,47.5
